open_time,open,high,low,close,volume
2024-01-01 00:00:00,2281.65,2296.44,2281.08,2295.23,512.115
2024-01-01 01:00:00,2294.68,2305.89,2292.02,2302.57,411.8666
2024-01-01 02:00:00,2302.7,2303.74,2290.81,2292.53,315.9051
2024-01-01 03:00:00,2292.48,2294.11,2270.67,2273.01,400.5173
2024-01-01 04:00:00,2273.01,2279.07,2265.34,2279.05,490.7799
2024-01-01 05:00:00,2279.33,2283.15,2272.42,2275.46,342.0076
2024-01-01 06:00:00,2275.57,2283.14,2274.12,2282.0,345.419
2024-01-01 07:00:00,2281.24,2287.33,2281.24,2284.29,269.9725
2024-01-01 08:00:00,2283.92,2287.01,2279.78,2286.93,227.6336
2024-01-01 09:00:00,2286.87,2301.0,2286.81,2299.39,670.5319
2024-01-01 10:00:00,2299.39,2302.61,2297.54,2301.82,357.6138
2024-01-01 11:00:00,2301.71,2304.75,2298.88,2303.84,244.4208
2024-01-01 12:00:00,2304.82,2306.78,2298.85,2298.96,247.8149
2024-01-01 13:00:00,2299.12,2308.16,2298.0,2304.6,179.0146
2024-01-01 14:00:00,2304.36,2304.75,2294.87,2300.88,375.5427
2024-01-01 15:00:00,2301.03,2317.56,2299.36,2314.71,462.1533
2024-01-01 16:00:00,2314.6,2319.68,2306.65,2309.48,490.7195
2024-01-01 17:00:00,2310.16,2317.07,2306.83,2313.04,541.227
2024-01-01 18:00:00,2313.72,2331.4,2313.72,2327.12,512.787
2024-01-01 19:00:00,2327.68,2341.16,2322.42,2337.32,547.7256
2024-01-01 20:00:00,2337.7,2348.77,2336.37,2341.48,505.9693
2024-01-01 21:00:00,2341.49,2346.64,2332.56,2338.01,368.4811
2024-01-01 22:00:00,2338.19,2339.37,2324.25,2335.15,226.1539
2024-01-01 23:00:00,2335.0,2352.33,2334.76,2352.28,355.3886
2024-01-02 00:00:00,2352.13,2391.85,2347.68,2388.81,1005.7758
2024-01-02 01:00:00,2390.07,2398.43,2371.69,2378.3,1348.9167
2024-01-02 02:00:00,2378.96,2383.55,2374.76,2382.66,355.6915
2024-01-02 03:00:00,2383.63,2389.81,2372.93,2387.31,520.8837
2024-01-02 04:00:00,2388.3,2392.37,2380.76,2389.23,385.5376
2024-01-02 05:00:00,2389.46,2393.81,2378.98,2378.98,434.2136
