open_time,open,high,low,close,volume
2024-01-01 00:00:00,2281.65,2295.8,2281.08,2295.74,169.0123
2024-01-01 00:15:00,2295.55,2296.08,2288.28,2289.75,150.1775
2024-01-01 00:30:00,2290.21,2294.07,2287.75,2292.54,94.0602
2024-01-01 00:45:00,2292.71,2296.44,2291.67,2295.23,98.865
2024-01-01 01:00:00,2294.68,2296.94,2292.02,2296.17,82.208
2024-01-01 01:15:00,2296.47,2299.73,2296.47,2298.65,91.4643
2024-01-01 01:30:00,2298.43,2305.89,2298.43,2302.19,166.0915
2024-01-01 01:45:00,2303.27,2305.77,2302.45,2302.57,72.1028
2024-01-01 02:00:00,2302.7,2303.74,2296.79,2297.83,98.034
2024-01-01 02:15:00,2298.14,2298.19,2295.11,2295.97,73.5191
2024-01-01 02:30:00,2295.93,2298.69,2293.76,2293.92,75.0152
2024-01-01 02:45:00,2293.72,2294.72,2290.81,2292.53,69.3368
2024-01-01 03:00:00,2292.48,2294.11,2288.13,2288.42,116.3666
2024-01-01 03:15:00,2287.4,2287.43,2280.65,2281.29,63.9024
2024-01-01 03:30:00,2282.05,2283.4,2272.41,2276.69,100.9969
2024-01-01 03:45:00,2275.18,2277.15,2270.67,2273.01,119.2514
2024-01-01 04:00:00,2273.01,2278.41,2271.57,2273.2,105.8527
2024-01-01 04:15:00,2273.92,2274.19,2265.34,2271.22,161.8197
2024-01-01 04:30:00,2271.43,2276.42,2271.34,2273.74,141.7938
2024-01-01 04:45:00,2274.29,2279.07,2272.69,2279.05,81.3137
2024-01-01 05:00:00,2279.33,2283.15,2275.75,2282.83,133.7254
2024-01-01 05:15:00,2281.76,2282.69,2276.7,2278.08,78.7189
2024-01-01 05:30:00,2278.45,2279.89,2275.93,2278.59,78.7017
2024-01-01 05:45:00,2278.84,2278.84,2272.42,2275.46,50.8616
2024-01-01 06:00:00,2275.57,2278.31,2274.12,2275.14,97.8483
2024-01-01 06:15:00,2274.36,2280.04,2274.21,2275.92,147.892
2024-01-01 06:30:00,2275.28,2282.01,2275.28,2281.23,53.7996
2024-01-01 06:45:00,2280.57,2283.14,2280.57,2282.0,45.8791
2024-01-01 07:00:00,2281.24,2286.17,2281.24,2284.0,89.1507
2024-01-01 07:15:00,2284.01,2285.62,2282.1,2285.62,83.7432
2024-01-01 07:30:00,2285.62,2287.33,2283.9,2283.9,55.6071
2024-01-01 07:45:00,2282.96,2284.98,2282.02,2284.29,41.4715
2024-01-01 08:00:00,2283.92,2287.01,2283.92,2284.45,73.7286
2024-01-01 08:15:00,2284.2,2286.72,2282.1,2282.45,44.9774
2024-01-01 08:30:00,2282.56,2283.45,2279.78,2281.27,52.7284
2024-01-01 08:45:00,2281.27,2286.93,2281.03,2286.93,56.1992
2024-01-01 09:00:00,2286.87,2290.82,2286.81,2289.13,110.4776
2024-01-01 09:15:00,2289.78,2291.82,2288.36,2289.48,63.059
2024-01-01 09:30:00,2289.48,2297.72,2289.48,2296.84,100.4439
2024-01-01 09:45:00,2296.95,2301.0,2296.55,2299.39,396.5514
2024-01-01 10:00:00,2299.39,2301.93,2299.39,2300.45,111.3531
2024-01-01 10:15:00,2300.48,2301.93,2297.54,2299.0,128.2702
2024-01-01 10:30:00,2299.0,2300.57,2298.97,2300.57,52.7405
2024-01-01 10:45:00,2301.09,2302.61,2300.3,2301.82,65.25
2024-01-01 11:00:00,2301.71,2304.75,2301.35,2303.2,73.7445
2024-01-01 11:15:00,2303.03,2303.93,2300.26,2302.0,73.8833
